id,y,z,x,location
102416,2842.039637964,2687.42,-1528.702540026,barrel
102417,2844.035311522,2680.087306055,-1524.968897406,barrel
102418,2848.026658638,2680.087306055,-1517.501612166,barrel
102419,2844.848283286,2687.42,-1520.603087507,barrel
102501,2936.329158484,2404.684,1348.114798109,barrel
102502,2937.219657761,2412.736657956,1346.149424323,barrel
102503,2939.652547031,2418.631612716,1340.779923282,barrel
102504,2942.975935578,2420.789315913,1333.445048456,barrel
102505,2946.299324126,2418.631612716,1326.110173629,barrel
102506,2948.732213396,2412.736657956,1320.740672588,barrel
102507,2949.622712673,2404.684,1318.775298802,barrel
102508,2948.732213396,2396.631342044,1320.740672588,barrel
102509,2946.299324126,2390.736387284,1326.110173629,barrel
102510,2942.975935578,2388.578684087,1333.445048456,barrel
102511,2939.652547031,2390.736387284,1340.779923282,barrel
102512,2937.219657761,2396.631342044,1346.149424323,barrel
102513,2935.93654272,2404.684,1339.551184823,barrel
102514,2937.683751477,2412.016693945,1335.695012923,barrel
102515,2941.17816899,2412.016693945,1327.982669123,barrel
102516,2942.925377747,2404.684,1324.126497223,barrel
102517,2941.17816899,2397.351306055,1327.982669123,barrel
102518,2937.683751477,2397.351306055,1335.695012923,barrel
102519,2938.209444977,2404.684,1331.285379661,barrel
102601,3185.193953401,2404.684,542.200991391,barrel
102602,3185.545433484,2412.736657956,540.07210792,barrel
102603,3186.50569493,2418.631612716,534.255890113,barrel
102604,3187.81743646,2420.789315913,526.310788834,barrel
102605,3189.12917799,2418.631612716,518.365687556,barrel
102606,3190.089439437,2412.736657956,512.549469749,barrel
102607,3190.44091952,2404.684,510.420586278,barrel
102608,3190.089439437,2396.631342044,512.549469749,barrel
102609,3189.12917799,2390.736387284,518.365687556,barrel
102610,3187.81743646,2388.578684087,526.310788834,barrel
102611,3186.50569493,2390.736387284,534.255890113,barrel
102612,3185.545433484,2396.631342044,540.07210792,barrel
102613,3182.598289481,2404.684,534.030792589,barrel
102614,3183.287912814,2412.016693945,529.853805658,barrel
102615,3184.667159481,2412.016693945,521.499831796,barrel
102616,3185.356782814,2404.684,517.322844865,barrel
102617,3184.667159481,2397.351306055,521.499831796,barrel
102618,3183.287912814,2397.351306055,529.853805658,barrel
102619,3182.654396673,2404.684,525.458367515,barrel
102701,3216.993044175,2404.684,-300.662916862,barrel
102702,3216.781552278,2412.736657956,-302.810230127,barrel
102703,3216.20374567,2418.631612716,-308.676799069,barrel
102704,3215.414447165,2420.789315913,-316.690681276,barrel
102705,3214.62514866,2418.631612716,-324.704563484,barrel
102706,3214.047342052,2412.736657956,-330.571132425,barrel
102707,3213.835850155,2404.684,-332.718445691,barrel
102708,3214.047342052,2396.631342044,-330.571132425,barrel
102709,3214.62514866,2390.736387284,-324.704563484,barrel
102710,3215.414447165,2388.578684087,-316.690681276,barrel
102711,3216.20374567,2390.736387284,-308.676799069,barrel
102712,3216.781552278,2396.631342044,-302.810230127,barrel
102713,3212.371222306,2404.684,-307.882915633,barrel
102714,3211.956263525,2412.016693945,-312.096062839,barrel
102715,3211.126345963,2412.016693945,-320.522357249,barrel
102716,3210.711387183,2404.684,-324.735504454,barrel
102717,3211.126345963,2397.351306055,-320.522357249,barrel
102718,3211.956263525,2397.351306055,-312.096062839,barrel
102719,3210.20671082,2404.684,-316.177764015,barrel
102801,3029.559375321,2404.684,-1123.037144199,barrel
102802,3028.799324267,2412.736657956,-1125.056551408,barrel
102803,3026.72282617,2418.631612716,-1130.573674506,barrel
102804,3023.886277019,2420.789315913,-1138.110204814,barrel
102805,3021.049727868,2418.631612716,-1145.646735121,barrel
102806,3018.973229771,2412.736657956,-1151.163858219,barrel
102807,3018.213178717,2404.684,-1153.183265429,barrel
102808,3018.973229771,2396.631342044,-1151.163858219,barrel
102809,3021.049727868,2390.736387284,-1145.646735121,barrel
102810,3023.886277019,2388.578684087,-1138.110204814,barrel
102811,3026.72282617,2390.736387284,-1130.573674506,barrel
102812,3028.799324267,2396.631342044,-1125.056551408,barrel
102813,3023.226365025,2404.684,-1128.814911955,barrel
102814,3021.735102886,2412.016693945,-1132.777100415,barrel
102815,3018.752578606,2412.016693945,-1140.701477336,barrel
102816,3017.261316466,2404.684,-1144.663665796,barrel
102817,3018.752578606,2397.351306055,-1140.701477336,barrel
102818,3021.735102886,2397.351306055,-1132.777100415,barrel
102819,3018.988742742,2404.684,-1136.266903437,barrel
102901,3087.172746754,2121.948,953.313624966,barrel
102902,3087.79909493,2130.000657956,951.248831745,barrel
102903,3089.51030997,2135.895612716,945.607711758,barrel
102904,3091.847873186,2138.053315913,937.901798549,barrel
102905,3094.185436402,2135.895612716,930.195885341,barrel
102906,3095.896651441,2130.000657956,924.554765354,barrel
102907,3096.522999617,2121.948,922.489972133,barrel
102908,3095.896651441,2113.895342044,924.554765354,barrel
102909,3094.185436402,2108.000387284,930.195885341,barrel
102910,3091.847873186,2105.842684087,937.901798549,barrel
102911,3089.51030997,2108.000387284,945.607711758,barrel
102912,3087.79909493,2113.895342044,951.248831745,barrel
102913,3085.665714038,2121.948,944.874521219,barrel
102914,3086.894643747,2129.280693945,940.823282898,barrel
102915,3089.352503165,2129.280693945,932.720806257,barrel
102916,3090.581432874,2121.948,928.669567936,barrel
102917,3089.352503165,2114.615306055,932.720806257,barrel
102918,3086.894643747,2114.615306055,940.823282898,barrel
102919,3086.840267228,2121.948,936.382757889,barrel
103001,3228.715608402,2121.948,121.811148527,barrel
103002,3228.786206472,2130.000657956,119.654600591,barrel
103003,3228.979083985,2135.895612716,113.762802064,barrel
103004,3229.242559567,2138.053315913,105.714455602,barrel
103005,3229.50603515,2135.895612716,97.666109139,barrel
103006,3229.698912663,2130.000657956,91.774310612,barrel
103007,3229.769510733,2121.948,89.617762677,barrel
103008,3229.698912663,2113.895342044,91.774310612,barrel
103009,3229.50603515,2108.000387284,97.666109139,barrel
103010,3229.242559567,2105.842684087,105.714455602,barrel
103011,3228.979083985,2108.000387284,113.762802064,barrel
103012,3228.786206472,2113.895342044,119.654600591,barrel
103013,3225.075725807,2121.948,114.049649035,barrel
103014,3225.214243119,2129.280693945,109.818382899,barrel
103015,3225.491277741,2129.280693945,101.355850626,barrel
103016,3225.629795052,2121.948,97.12458449,barrel
103017,3225.491277741,2114.615306055,101.355850626,barrel
103018,3225.214243119,2114.615306055,109.818382899,barrel
103019,3224.012426992,2121.948,105.543238789,barrel
103101,3150.226837043,2121.948,-717.992556383,barrel
103102,3149.736873864,2130.000657956,-720.093893854,barrel
103103,3148.398269566,2135.895612716,-725.834854588,barrel
103104,3146.56970209,2138.053315913,-733.677152794,barrel
103105,3144.741134614,2135.895612716,-741.519451,barrel
103106,3143.402530316,2130.000657956,-747.260411734,barrel
103107,3142.912567138,2121.948,-749.361749206,barrel
103108,3143.402530316,2113.895342044,-747.260411734,barrel
103109,3144.741134614,2108.000387284,-741.519451,barrel
103110,3146.56970209,2105.842684087,-733.677152794,barrel
103111,3148.398269566,2108.000387284,-725.834854588,barrel
103112,3149.736873864,2113.895342044,-720.093893854,barrel
103113,3144.702156553,2121.948,-724.547518254,barrel
103114,3143.74082174,2129.280693945,-728.670458412,barrel
103115,3141.818152114,2129.280693945,-736.916338726,barrel
103116,3140.856817302,2121.948,-741.039278883,barrel
103117,3141.818152114,2114.615306055,-736.916338726,barrel
103118,3143.74082174,2114.615306055,-728.670458412,barrel
103119,3141.473467789,2121.948,-732.488877616,barrel
103201,2857.055312735,2121.948,-1508.866255113,barrel
103202,2856.038178489,2130.000657956,-1510.769179444,barrel
103203,2853.259316051,2135.895612716,-1515.968065399,barrel
103204,2849.463319368,2138.053315913,-1523.069875686,barrel
103205,2845.667322685,2135.895612716,-1530.171685972,barrel
103206,2842.888460247,2130.000657956,-1535.370571927,barrel
103207,2841.871326001,2121.948,-1537.273496258,barrel
103208,2842.888460247,2113.895342044,-1535.370571927,barrel
103209,2845.667322685,2108.000387284,-1530.171685972,barrel
103210,2849.463319368,2105.842684087,-1523.069875686,barrel
103211,2853.259316051,2108.000387284,-1515.968065399,barrel
103212,2856.038178489,2113.895342044,-1510.769179444,barrel
103213,2850.022332196,2121.948,-1513.767969546,barrel
103214,2848.026658638,2129.280693945,-1517.501612166,barrel
103215,2844.035311522,2129.280693945,-1524.968897406,barrel
103216,2842.039637964,2121.948,-1528.702540026,barrel
103217,2844.035311522,2114.615306055,-1524.968897406,barrel
103218,2848.026658638,2114.615306055,-1517.501612166,barrel
103219,2844.848283286,2121.948,-1520.603087507,barrel
103301,2635.666241622,2970.156,-1868.878246065,barrel
103302,2634.409427634,2978.208657956,-1870.632127955,barrel
103303,2630.975747962,2984.103612716,-1875.423822387,barrel
103304,2626.285254302,2986.261315913,-1881.969398709,barrel
103305,2621.594760642,2984.103612716,-1888.514975031,barrel
103306,2618.16108097,2978.208657956,-1893.306669464,barrel
103307,2616.904266982,2970.156,-1895.060551353,barrel
103308,2618.16108097,2962.103342044,-1893.306669464,barrel
103309,2621.594760642,2956.208387284,-1888.514975031,barrel
103310,2626.285254302,2954.050684087,-1881.969398709,barrel
103311,2630.975747962,2956.208387284,-1875.423822387,barrel
103312,2634.409427634,2962.103342044,-1870.632127955,barrel
103313,2628.053627086,2970.156,-1872.820037483,barrel
103314,2625.587688638,2977.488693945,-1876.261250602,barrel
103315,2620.655811741,2977.488693945,-1883.14367684,barrel
103316,2618.189873293,2970.156,-1886.584889959,barrel
103317,2620.655811741,2962.823306055,-1883.14367684,barrel
103318,2625.587688638,2962.823306055,-1876.261250602,barrel
103319,2622.031680962,2970.156,-1878.921331159,barrel
103401,2062.156809202,2970.156,-2487.35838393,barrel
103402,2060.488882076,2978.208657956,-2488.727216347,barrel
103403,2055.932020424,2984.103612716,-2492.466936057,barrel
103404,2049.707231647,2986.261315913,-2497.575488185,barrel
103405,2043.482442869,2984.103612716,-2502.684040312,barrel
103406,2038.925581217,2978.208657956,-2506.423760022,barrel
103407,2037.257654091,2970.156,-2507.792592439,barrel
103408,2038.925581217,2962.103342044,-2506.423760022,barrel
103409,2043.482442869,2956.208387284,-2502.684040312,barrel
103410,2049.707231647,2954.050684087,-2497.575488185,barrel
103411,2055.932020424,2956.208387284,-2492.466936057,barrel
103412,2060.488882076,2962.103342044,-2488.727216347,barrel
103413,2053.783377525,2970.156,-2489.195572437,barrel
103414,2050.510812398,2977.488693945,-2491.881297228,barrel
103415,2043.965682145,2977.488693945,-2497.25274681,barrel
103416,2040.693117018,2970.156,-2499.938471601,barrel
103417,2043.965682145,2962.823306055,-2497.25274681,barrel
103418,2050.510812398,2962.823306055,-2491.881297228,barrel
103419,2046.387493236,2970.156,-2493.530375227,barrel
103501,1348.114798109,2970.156,-2936.329158484,barrel
103502,1346.149424323,2978.208657956,-2937.219657761,barrel
103503,1340.779923282,2984.103612716,-2939.652547031,barrel
103504,1333.445048456,2986.261315913,-2942.975935578,barrel
103505,1326.110173629,2984.103612716,-2946.299324126,barrel
103506,1320.740672588,2978.208657956,-2948.732213396,barrel
103507,1318.775298802,2970.156,-2949.622712673,barrel
103508,1320.740672588,2962.103342044,-2948.732213396,barrel
103509,1326.110173629,2956.208387284,-2946.299324126,barrel
103510,1333.445048456,2954.050684087,-2942.975935578,barrel
103511,1340.779923282,2956.208387284,-2939.652547031,barrel
103512,1346.149424323,2962.103342044,-2937.219657761,barrel
103513,1339.551184823,2970.156,-2935.93654272,barrel
103514,1335.695012923,2977.488693945,-2937.683751477,barrel
103515,1327.982669123,2977.488693945,-2941.17816899,barrel
103516,1324.126497223,2970.156,-2942.925377747,barrel
103517,1327.982669123,2962.823306055,-2941.17816899,barrel
103518,1335.695012923,2962.823306055,-2937.683751477,barrel
103519,1331.285379661,2970.156,-2938.209444977,barrel
103601,542.200991391,2970.156,-3185.193953401,barrel
103602,540.07210792,2978.208657956,-3185.545433484,barrel
103603,534.255890113,2984.103612716,-3186.50569493,barrel
103604,526.310788834,2986.261315913,-3187.81743646,barrel
103605,518.365687556,2984.103612716,-3189.12917799,barrel
103606,512.549469749,2978.208657956,-3190.089439437,barrel
103607,510.420586278,2970.156,-3190.44091952,barrel
103608,512.549469749,2962.103342044,-3190.089439437,barrel
103609,518.365687556,2956.208387284,-3189.12917799,barrel
103610,526.310788834,2954.050684087,-3187.81743646,barrel
103611,534.255890113,2956.208387284,-3186.50569493,barrel
103612,540.07210792,2962.103342044,-3185.545433484,barrel
103613,534.030792589,2970.156,-3182.598289481,barrel
103614,529.853805658,2977.488693945,-3183.287912814,barrel
103615,521.499831796,2977.488693945,-3184.667159481,barrel
103616,517.322844865,2970.156,-3185.356782814,barrel
103617,521.499831796,2962.823306055,-3184.667159481,barrel
103618,529.853805658,2962.823306055,-3183.287912814,barrel
103619,525.458367515,2970.156,-3182.654396673,barrel
103701,2369.180190371,2687.42,-2196.913212077,barrel
103702,2367.705201076,2695.472657956,-2198.488042119,barrel
103703,2363.675455381,2701.367612716,-2202.790557809,barrel
103704,2358.170720392,2703.525315913,-2208.667903541,barrel
103705,2352.665985402,2701.367612716,-2214.545249273,barrel
103706,2348.636239707,2695.472657956,-2218.847764963,barrel
103707,2347.161250412,2687.42,-2220.422595005,barrel
103708,2348.636239707,2679.367342044,-2218.847764963,barrel
103709,2352.665985402,2673.472387284,-2214.545249273,barrel
103710,2358.170720392,2671.314684087,-2208.667903541,barrel
103711,2363.675455381,2673.472387284,-2202.790557809,barrel
103712,2367.705201076,2679.367342044,-2198.488042119,barrel
103713,2361.118195784,2687.42,-2199.827635334,barrel
103714,2358.224185335,2694.752693945,-2202.917538842,barrel
103715,2352.436164439,2694.752693945,-2209.097345858,barrel
103716,2349.542153991,2687.42,-2212.187249366,barrel
103717,2352.436164439,2680.087306055,-2209.097345858,barrel
103718,2358.224185335,2680.087306055,-2202.917538842,barrel
103719,2354.351389612,2687.42,-2205.0907099,barrel
103801,1719.849353289,2687.42,-2735.244164208,barrel
103802,1718.017027028,2695.472657956,-2736.383577898,barrel
103803,1713.011018586,2701.367612716,-2739.496513987,barrel
103804,1706.172683882,2703.525315913,-2743.748863766,barrel
103805,1699.334349178,2701.367612716,-2748.001213546,barrel
103806,1694.328340736,2695.472657956,-2751.114149635,barrel
103807,1692.496014475,2687.42,-2752.253563325,barrel
103808,1694.328340736,2679.367342044,-2751.114149635,barrel
103809,1699.334349178,2673.472387284,-2748.001213546,barrel
103810,1706.172683882,2671.314684087,-2743.748863766,barrel
103811,1713.011018586,2673.472387284,-2739.496513987,barrel
103812,1718.017027028,2679.367342044,-2736.383577898,barrel
103813,1711.307756261,2687.42,-2735.97268316,barrel
103814,1707.712630952,2694.752693945,-2738.208275739,barrel
103815,1700.522380335,2694.752693945,-2742.679460895,barrel
103816,1696.927255026,2687.42,-2744.915053474,barrel
103817,1700.522380335,2680.087306055,-2742.679460895,barrel
103818,1707.712630952,2680.087306055,-2738.208275739,barrel
103819,1703.409339485,2687.42,-2739.305044497,barrel
103901,953.313624966,2687.42,-3087.172746754,barrel
103902,951.248831745,2695.472657956,-3087.79909493,barrel
103903,945.607711758,2701.367612716,-3089.51030997,barrel
103904,937.901798549,2703.525315913,-3091.847873186,barrel
103905,930.195885341,2701.367612716,-3094.185436402,barrel
103906,924.554765354,2695.472657956,-3095.896651441,barrel
103907,922.489972133,2687.42,-3096.522999617,barrel
103908,924.554765354,2679.367342044,-3095.896651441,barrel
103909,930.195885341,2673.472387284,-3094.185436402,barrel
103910,937.901798549,2671.314684087,-3091.847873186,barrel
103911,945.607711758,2673.472387284,-3089.51030997,barrel
103912,951.248831745,2679.367342044,-3087.79909493,barrel
103913,944.874521219,2687.42,-3085.665714038,barrel
103914,940.823282898,2694.752693945,-3086.894643747,barrel
103915,932.720806257,2694.752693945,-3089.352503165,barrel
103916,928.669567936,2687.42,-3090.581432874,barrel
103917,932.720806257,2680.087306055,-3089.352503165,barrel
103918,940.823282898,2680.087306055,-3086.894643747,barrel
103919,936.382757889,2687.42,-3086.840267228,barrel
104001,121.811148527,2687.42,-3228.715608402,barrel
104002,119.654600591,2695.472657956,-3228.786206472,barrel
104003,113.762802064,2701.367612716,-3228.979083985,barrel
104004,105.714455602,2703.525315913,-3229.242559567,barrel
104005,97.666109139,2701.367612716,-3229.50603515,barrel
104006,91.774310612,2695.472657956,-3229.698912663,barrel
104007,89.617762677,2687.42,-3229.769510733,barrel
104008,91.774310612,2679.367342044,-3229.698912663,barrel
104009,97.666109139,2673.472387284,-3229.50603515,barrel
104010,105.714455602,2671.314684087,-3229.242559567,barrel
104011,113.762802064,2673.472387284,-3228.979083985,barrel
104012,119.654600591,2679.367342044,-3228.786206472,barrel
104013,114.049649035,2687.42,-3225.075725807,barrel
104014,109.818382899,2694.752693945,-3225.214243119,barrel
104015,101.355850626,2694.752693945,-3225.491277741,barrel
104016,97.12458449,2687.42,-3225.629795052,barrel
104017,101.355850626,2680.087306055,-3225.491277741,barrel
104018,109.818382899,2680.087306055,-3225.214243119,barrel
104019,105.543238789,2687.42,-3224.012426992,barrel
104101,2635.666241622,2404.684,-1868.878246065,barrel
104102,2634.409427634,2412.736657956,-1870.632127955,barrel
104103,2630.975747962,2418.631612716,-1875.423822387,barrel
104104,2626.285254302,2420.789315913,-1881.969398709,barrel
104105,2621.594760642,2418.631612716,-1888.514975031,barrel
104106,2618.16108097,2412.736657956,-1893.306669464,barrel
104107,2616.904266982,2404.684,-1895.060551353,barrel
104108,2618.16108097,2396.631342044,-1893.306669464,barrel
104109,2621.594760642,2390.736387284,-1888.514975031,barrel
104110,2626.285254302,2388.578684087,-1881.969398709,barrel
104111,2630.975747962,2390.736387284,-1875.423822387,barrel
104112,2634.409427634,2396.631342044,-1870.632127955,barrel
104113,2628.053627086,2404.684,-1872.820037483,barrel
104114,2625.587688638,2412.016693945,-1876.261250602,barrel
104115,2620.655811741,2412.016693945,-1883.14367684,barrel
104116,2618.189873293,2404.684,-1886.584889959,barrel
104117,2620.655811741,2397.351306055,-1883.14367684,barrel
104118,2625.587688638,2397.351306055,-1876.261250602,barrel
104119,2622.031680962,2404.684,-1878.921331159,barrel
104201,2062.156809202,2404.684,-2487.35838393,barrel
104202,2060.488882076,2412.736657956,-2488.727216347,barrel
104203,2055.932020424,2418.631612716,-2492.466936057,barrel
104204,2049.707231647,2420.789315913,-2497.575488185,barrel
104205,2043.482442869,2418.631612716,-2502.684040312,barrel
104206,2038.925581217,2412.736657956,-2506.423760022,barrel
104207,2037.257654091,2404.684,-2507.792592439,barrel
104208,2038.925581217,2396.631342044,-2506.423760022,barrel
104209,2043.482442869,2390.736387284,-2502.684040312,barrel
104210,2049.707231647,2388.578684087,-2497.575488185,barrel
104211,2055.932020424,2390.736387284,-2492.466936057,barrel
104212,2060.488882076,2396.631342044,-2488.727216347,barrel
104213,2053.783377525,2404.684,-2489.195572437,barrel
104214,2050.510812398,2412.016693945,-2491.881297228,barrel
104215,2043.965682145,2412.016693945,-2497.25274681,barrel
104216,2040.693117018,2404.684,-2499.938471601,barrel
104217,2043.965682145,2397.351306055,-2497.25274681,barrel
104218,2050.510812398,2397.351306055,-2491.881297228,barrel
104219,2046.387493236,2404.684,-2493.530375227,barrel
104301,1348.114798109,2404.684,-2936.329158484,barrel
104302,1346.149424323,2412.736657956,-2937.219657761,barrel
104303,1340.779923282,2418.631612716,-2939.652547031,barrel
104304,1333.445048456,2420.789315913,-2942.975935578,barrel
104305,1326.110173629,2418.631612716,-2946.299324126,barrel
104306,1320.740672588,2412.736657956,-2948.732213396,barrel
104307,1318.775298802,2404.684,-2949.622712673,barrel
104308,1320.740672588,2396.631342044,-2948.732213396,barrel
104309,1326.110173629,2390.736387284,-2946.299324126,barrel
104310,1333.445048456,2388.578684087,-2942.975935578,barrel
104311,1340.779923282,2390.736387284,-2939.652547031,barrel
104312,1346.149424323,2396.631342044,-2937.219657761,barrel
104313,1339.551184823,2404.684,-2935.93654272,barrel
104314,1335.695012923,2412.016693945,-2937.683751477,barrel
104315,1327.982669123,2412.016693945,-2941.17816899,barrel
104316,1324.126497223,2404.684,-2942.925377747,barrel
104317,1327.982669123,2397.351306055,-2941.17816899,barrel
104318,1335.695012923,2397.351306055,-2937.683751477,barrel
104319,1331.285379661,2404.684,-2938.209444977,barrel
104401,542.200991391,2404.684,-3185.193953401,barrel
104402,540.07210792,2412.736657956,-3185.545433484,barrel
104403,534.255890113,2418.631612716,-3186.50569493,barrel
104404,526.310788834,2420.789315913,-3187.81743646,barrel
104405,518.365687556,2418.631612716,-3189.12917799,barrel
104406,512.549469749,2412.736657956,-3190.089439437,barrel
104407,510.420586278,2404.684,-3190.44091952,barrel
104408,512.549469749,2396.631342044,-3190.089439437,barrel
104409,518.365687556,2390.736387284,-3189.12917799,barrel
104410,526.310788834,2388.578684087,-3187.81743646,barrel
104411,534.255890113,2390.736387284,-3186.50569493,barrel
104412,540.07210792,2396.631342044,-3185.545433484,barrel
104413,534.030792589,2404.684,-3182.598289481,barrel
104414,529.853805658,2412.016693945,-3183.287912814,barrel
104415,521.499831796,2412.016693945,-3184.667159481,barrel
104416,517.322844865,2404.684,-3185.356782814,barrel
104417,521.499831796,2397.351306055,-3184.667159481,barrel
104418,529.853805658,2397.351306055,-3183.287912814,barrel
104419,525.458367515,2404.684,-3182.654396673,barrel
104501,2369.180190371,2121.948,-2196.913212077,barrel
104502,2367.705201076,2130.000657956,-2198.488042119,barrel
104503,2363.675455381,2135.895612716,-2202.790557809,barrel
104504,2358.170720392,2138.053315913,-2208.667903541,barrel
104505,2352.665985402,2135.895612716,-2214.545249273,barrel
104506,2348.636239707,2130.000657956,-2218.847764963,barrel
104507,2347.161250412,2121.948,-2220.422595005,barrel
104508,2348.636239707,2113.895342044,-2218.847764963,barrel
104509,2352.665985402,2108.000387284,-2214.545249273,barrel
104510,2358.170720392,2105.842684087,-2208.667903541,barrel
104511,2363.675455381,2108.000387284,-2202.790557809,barrel
104512,2367.705201076,2113.895342044,-2198.488042119,barrel
104513,2361.118195784,2121.948,-2199.827635334,barrel
104514,2358.224185335,2129.280693945,-2202.917538842,barrel
104515,2352.436164439,2129.280693945,-2209.097345858,barrel
104516,2349.542153991,2121.948,-2212.187249366,barrel
104517,2352.436164439,2114.615306055,-2209.097345858,barrel
104518,2358.224185335,2114.615306055,-2202.917538842,barrel
104519,2354.351389612,2121.948,-2205.0907099,barrel
104601,1719.849353289,2121.948,-2735.244164208,barrel
104602,1718.017027028,2130.000657956,-2736.383577898,barrel
104603,1713.011018586,2135.895612716,-2739.496513987,barrel
104604,1706.172683882,2138.053315913,-2743.748863766,barrel
104605,1699.334349178,2135.895612716,-2748.001213546,barrel
104606,1694.328340736,2130.000657956,-2751.114149635,barrel
104607,1692.496014475,2121.948,-2752.253563325,barrel
104608,1694.328340736,2113.895342044,-2751.114149635,barrel
104609,1699.334349178,2108.000387284,-2748.001213546,barrel
104610,1706.172683882,2105.842684087,-2743.748863766,barrel
104611,1713.011018586,2108.000387284,-2739.496513987,barrel
104612,1718.017027028,2113.895342044,-2736.383577898,barrel
104613,1711.307756261,2121.948,-2735.97268316,barrel
104614,1707.712630952,2129.280693945,-2738.208275739,barrel
104615,1700.522380335,2129.280693945,-2742.679460895,barrel
104616,1696.927255026,2121.948,-2744.915053474,barrel
104617,1700.522380335,2114.615306055,-2742.679460895,barrel
104618,1707.712630952,2114.615306055,-2738.208275739,barrel
104619,1703.409339485,2121.948,-2739.305044497,barrel
104701,953.313624966,2121.948,-3087.172746754,barrel
104702,951.248831745,2130.000657956,-3087.79909493,barrel
104703,945.607711758,2135.895612716,-3089.51030997,barrel
104704,937.901798549,2138.053315913,-3091.847873186,barrel
104705,930.195885341,2135.895612716,-3094.185436402,barrel
104706,924.554765354,2130.000657956,-3095.896651441,barrel
104707,922.489972133,2121.948,-3096.522999617,barrel
104708,924.554765354,2113.895342044,-3095.896651441,barrel
104709,930.195885341,2108.000387284,-3094.185436402,barrel
104710,937.901798549,2105.842684087,-3091.847873186,barrel
104711,945.607711758,2108.000387284,-3089.51030997,barrel
104712,951.248831745,2113.895342044,-3087.79909493,barrel
104713,944.874521219,2121.948,-3085.665714038,barrel
104714,940.823282898,2129.280693945,-3086.894643747,barrel
104715,932.720806257,2129.280693945,-3089.352503165,barrel
104716,928.669567936,2121.948,-3090.581432874,barrel
104717,932.720806257,2114.615306055,-3089.352503165,barrel
104718,940.823282898,2114.615306055,-3086.894643747,barrel
104719,936.382757889,2121.948,-3086.840267228,barrel
104801,121.811148527,2121.948,-3228.715608402,barrel
104802,119.654600591,2130.000657956,-3228.786206472,barrel
104803,113.762802064,2135.895612716,-3228.979083985,barrel
104804,105.714455602,2138.053315913,-3229.242559567,barrel
104805,97.666109139,2135.895612716,-3229.50603515,barrel
104806,91.774310612,2130.000657956,-3229.698912663,barrel
104807,89.617762677,2121.948,-3229.769510733,barrel
104808,91.774310612,2113.895342044,-3229.698912663,barrel
104809,97.666109139,2108.000387284,-3229.50603515,barrel
104810,105.714455602,2105.842684087,-3229.242559567,barrel
104811,113.762802064,2108.000387284,-3228.979083985,barrel
104812,119.654600591,2113.895342044,-3228.786206472,barrel
104813,114.049649035,2121.948,-3225.075725807,barrel
104814,109.818382899,2129.280693945,-3225.214243119,barrel
104815,101.355850626,2129.280693945,-3225.491277741,barrel
104816,97.12458449,2121.948,-3225.629795052,barrel
104817,101.355850626,2114.615306055,-3225.491277741,barrel
104818,109.818382899,2114.615306055,-3225.214243119,barrel
104819,105.543238789,2121.948,-3224.012426992,barrel
104901,-300.662916862,2970.156,-3216.993044175,barrel
104902,-302.810230127,2978.208657956,-3216.781552278,barrel
104903,-308.676799069,2984.103612716,-3216.20374567,barrel
104904,-316.690681276,2986.261315913,-3215.414447165,barrel
104905,-324.704563484,2984.103612716,-3214.62514866,barrel
104906,-330.571132425,2978.208657956,-3214.047342052,barrel
104907,-332.718445691,2970.156,-3213.835850155,barrel
104908,-330.571132425,2962.103342044,-3214.047342052,barrel
104909,-324.704563484,2956.208387284,-3214.62514866,barrel
104910,-316.690681276,2954.050684087,-3215.414447165,barrel
104911,-308.676799069,2956.208387284,-3216.20374567,barrel
104912,-302.810230127,2962.103342044,-3216.781552278,barrel
104913,-307.882915633,2970.156,-3212.371222306,barrel
104914,-312.096062839,2977.488693945,-3211.956263525,barrel
104915,-320.522357249,2977.488693945,-3211.126345963,barrel
104916,-324.735504454,2970.156,-3210.711387183,barrel
104917,-320.522357249,2962.823306055,-3211.126345963,barrel
104918,-312.096062839,2962.823306055,-3211.956263525,barrel
104919,-316.177764015,2970.156,-3210.20671082,barrel
105001,-1123.037144199,2970.156,-3029.559375321,barrel
105002,-1125.056551408,2978.208657956,-3028.799324267,barrel
105003,-1130.573674506,2984.103612716,-3026.72282617,barrel
105004,-1138.110204814,2986.261315913,-3023.886277019,barrel
105005,-1145.646735121,2984.103612716,-3021.049727868,barrel
105006,-1151.163858219,2978.208657956,-3018.973229771,barrel
105007,-1153.183265429,2970.156,-3018.213178717,barrel
105008,-1151.163858219,2962.103342044,-3018.973229771,barrel
105009,-1145.646735121,2956.208387284,-3021.049727868,barrel
105010,-1138.110204814,2954.050684087,-3023.886277019,barrel
105011,-1130.573674506,2956.208387284,-3026.72282617,barrel
105012,-1125.056551408,2962.103342044,-3028.799324267,barrel
105013,-1128.814911955,2970.156,-3023.226365025,barrel
105014,-1132.777100415,2977.488693945,-3021.735102886,barrel
105015,-1140.701477336,2977.488693945,-3018.752578606,barrel
105016,-1144.663665796,2970.156,-3017.261316466,barrel
105017,-1140.701477336,2962.823306055,-3018.752578606,barrel
105018,-1132.777100415,2962.823306055,-3021.735102886,barrel
105019,-1136.266903437,2970.156,-3018.988742742,barrel
105101,-1868.878246065,2970.156,-2635.666241622,barrel
105102,-1870.632127955,2978.208657956,-2634.409427634,barrel
